availability,date,listing_id,rate
True,2016-06-26,11181568,200.0
True,2016-06-27,11181568,200.0
True,2016-06-28,11181568,200.0
True,2016-06-29,11181568,200.0
False,2016-06-30,11181568,200.0
False,2016-07-01,11181568,250.0
False,2016-07-02,11181568,250.0
False,2016-07-03,11181568,250.0
False,2016-07-04,11181568,250.0
False,2016-07-05,11181568,250.0
True,2016-07-06,11181568,250.0
True,2016-07-07,11181568,250.0
True,2016-07-08,11181568,250.0
True,2016-07-09,11181568,250.0
True,2016-07-10,11181568,250.0
True,2016-07-11,11181568,250.0
True,2016-07-12,11181568,250.0
True,2016-07-13,11181568,250.0
True,2016-07-14,11181568,250.0
True,2016-07-15,11181568,250.0
True,2016-07-16,11181568,250.0
True,2016-07-17,11181568,250.0
True,2016-07-18,11181568,250.0
True,2016-07-19,11181568,250.0
True,2016-07-20,11181568,250.0
True,2016-07-21,11181568,250.0
True,2016-07-22,11181568,250.0
True,2016-07-23,11181568,250.0
True,2016-07-24,11181568,250.0
True,2016-07-25,11181568,250.0
True,2016-07-26,11181568,250.0
True,2016-07-27,11181568,250.0
True,2016-07-28,11181568,250.0
True,2016-07-29,11181568,250.0
True,2016-07-30,11181568,250.0
True,2016-07-31,11181568,250.0
False,2016-08-01,11181568,200.0
False,2016-08-02,11181568,200.0
False,2016-08-03,11181568,200.0
False,2016-08-04,11181568,200.0
False,2016-08-05,11181568,200.0
False,2016-08-06,11181568,200.0
False,2016-08-07,11181568,200.0
False,2016-08-08,11181568,200.0
False,2016-08-09,11181568,200.0
False,2016-08-10,11181568,200.0
False,2016-08-11,11181568,200.0
False,2016-08-12,11181568,200.0
False,2016-08-13,11181568,200.0
False,2016-08-14,11181568,200.0
False,2016-08-15,11181568,200.0
False,2016-08-16,11181568,200.0
False,2016-08-17,11181568,200.0
False,2016-08-18,11181568,200.0
False,2016-08-19,11181568,200.0
False,2016-08-20,11181568,200.0
False,2016-08-21,11181568,200.0
False,2016-08-22,11181568,200.0
False,2016-08-23,11181568,200.0
False,2016-08-24,11181568,200.0
False,2016-08-25,11181568,200.0
False,2016-08-26,11181568,200.0
False,2016-08-27,11181568,200.0
True,2016-08-28,11181568,250.0
True,2016-08-29,11181568,250.0
True,2016-08-30,11181568,250.0
True,2016-08-31,11181568,250.0
True,2016-09-01,11181568,250.0
True,2016-09-02,11181568,250.0
False,2016-09-03,11181568,250.0
False,2016-09-04,11181568,250.0
False,2016-09-05,11181568,250.0
True,2016-09-06,11181568,200.0
True,2016-09-07,11181568,200.0
True,2016-09-08,11181568,200.0
True,2016-09-09,11181568,200.0
True,2016-09-10,11181568,200.0
True,2016-09-11,11181568,200.0
True,2016-09-12,11181568,200.0
True,2016-09-13,11181568,200.0
True,2016-09-14,11181568,200.0
True,2016-09-15,11181568,200.0
True,2016-09-16,11181568,200.0
False,2016-09-17,11181568,200.0
False,2016-09-18,11181568,200.0
False,2016-09-19,11181568,200.0
False,2016-09-20,11181568,200.0
True,2016-09-21,11181568,200.0
True,2016-09-22,11181568,200.0
True,2016-09-23,11181568,200.0
True,2016-09-24,11181568,200.0
False,2016-09-25,11181568,200.0
False,2016-09-26,11181568,200.0
False,2016-09-27,11181568,200.0
False,2016-09-28,11181568,200.0
True,2016-09-29,11181568,200.0
True,2016-09-30,11181568,200.0
True,2016-10-01,11181568,200.0
True,2016-06-26,7459841,658.0
True,2016-06-27,7459841,658.0
True,2016-06-28,7459841,658.0
True,2016-06-29,7459841,658.0
True,2016-06-30,7459841,658.0
True,2016-07-01,7459841,658.0
True,2016-07-02,7459841,658.0
True,2016-07-03,7459841,658.0
True,2016-07-04,7459841,658.0
True,2016-07-05,7459841,658.0
True,2016-07-06,7459841,658.0
True,2016-07-07,7459841,658.0
True,2016-07-08,7459841,658.0
True,2016-07-09,7459841,658.0
True,2016-07-10,7459841,658.0
True,2016-07-11,7459841,658.0
True,2016-07-12,7459841,658.0
True,2016-07-13,7459841,799.0
True,2016-07-14,7459841,799.0
True,2016-07-15,7459841,799.0
True,2016-07-16,7459841,799.0
True,2016-07-17,7459841,799.0
True,2016-07-18,7459841,799.0
True,2016-07-19,7459841,799.0
True,2016-07-20,7459841,799.0
True,2016-07-21,7459841,799.0
True,2016-07-22,7459841,799.0
True,2016-07-23,7459841,799.0
True,2016-07-24,7459841,799.0
True,2016-07-25,7459841,799.0
True,2016-07-26,7459841,799.0
True,2016-07-27,7459841,799.0
True,2016-07-28,7459841,799.0
True,2016-07-29,7459841,799.0
True,2016-07-30,7459841,799.0
True,2016-07-31,7459841,799.0
True,2016-08-01,7459841,877.0
True,2016-08-02,7459841,877.0
True,2016-08-03,7459841,877.0
True,2016-08-04,7459841,877.0
True,2016-08-05,7459841,877.0
True,2016-08-06,7459841,877.0
True,2016-08-07,7459841,877.0
True,2016-08-08,7459841,877.0
True,2016-08-09,7459841,877.0
True,2016-08-10,7459841,877.0
True,2016-08-11,7459841,877.0
True,2016-08-12,7459841,877.0
True,2016-08-13,7459841,877.0
True,2016-08-14,7459841,877.0
True,2016-08-15,7459841,877.0
True,2016-08-16,7459841,877.0
True,2016-08-17,7459841,877.0
True,2016-08-18,7459841,877.0
True,2016-08-19,7459841,877.0
True,2016-08-20,7459841,877.0
True,2016-08-21,7459841,877.0
True,2016-08-22,7459841,877.0
True,2016-08-23,7459841,877.0
True,2016-08-24,7459841,877.0
True,2016-08-25,7459841,877.0
True,2016-08-26,7459841,877.0
True,2016-08-27,7459841,877.0
False,2016-08-28,7459841,877.0
True,2016-08-29,7459841,877.0
True,2016-08-30,7459841,877.0
True,2016-08-31,7459841,877.0
True,2016-09-01,7459841,539.0
True,2016-09-02,7459841,539.0
True,2016-09-03,7459841,539.0
True,2016-09-04,7459841,539.0
True,2016-09-05,7459841,539.0
True,2016-09-06,7459841,539.0
True,2016-09-07,7459841,539.0
True,2016-09-08,7459841,539.0
True,2016-09-09,7459841,539.0
True,2016-09-10,7459841,539.0
True,2016-09-11,7459841,539.0
True,2016-09-12,7459841,539.0
True,2016-09-13,7459841,539.0
True,2016-09-14,7459841,539.0
True,2016-09-15,7459841,539.0
True,2016-09-16,7459841,539.0
True,2016-09-17,7459841,539.0
True,2016-09-18,7459841,539.0
True,2016-09-19,7459841,539.0
True,2016-09-20,7459841,539.0
True,2016-09-21,7459841,539.0
True,2016-09-22,7459841,539.0
True,2016-09-23,7459841,539.0
True,2016-09-24,7459841,539.0
True,2016-09-25,7459841,539.0
True,2016-09-26,7459841,539.0
True,2016-09-27,7459841,539.0
True,2016-09-28,7459841,539.0
True,2016-09-29,7459841,539.0
True,2016-09-30,7459841,539.0
True,2016-10-01,7459841,539.0
True,2016-06-26,6277122,190.0
True,2016-06-27,6277122,170.0
True,2016-06-28,6277122,170.0
True,2016-06-29,6277122,170.0
True,2016-06-30,6277122,170.0
True,2016-07-01,6277122,190.0
True,2016-07-02,6277122,170.0
True,2016-07-03,6277122,170.0
True,2016-07-04,6277122,170.0
True,2016-07-05,6277122,170.0
True,2016-07-06,6277122,190.0
