availability,date,listing_id,rate
False,2016-07-31,2077867,95.0
False,2016-08-01,2077867,96.0
False,2016-08-02,2077867,98.0
False,2016-08-03,2077867,99.0
False,2016-08-04,2077867,115.0
False,2016-08-05,2077867,128.0
False,2016-08-06,2077867,132.0
False,2016-08-07,2077867,113.0
False,2016-08-08,2077867,108.0
False,2016-08-09,2077867,110.0
False,2016-08-10,2077867,112.0
False,2016-08-11,2077867,126.0
False,2016-08-12,2077867,132.0
False,2016-08-13,2077867,131.0
False,2016-08-14,2077867,93.0
False,2016-08-15,2077867,125.0
False,2016-08-16,2077867,125.0
False,2016-08-17,2077867,125.0
False,2016-08-18,2077867,125.0
False,2016-08-19,2077867,125.0
False,2016-08-20,2077867,125.0
False,2016-08-21,2077867,125.0
False,2016-08-22,2077867,125.0
False,2016-08-23,2077867,125.0
False,2016-08-24,2077867,125.0
False,2016-08-25,2077867,125.0
False,2016-08-26,2077867,125.0
False,2016-08-27,2077867,125.0
False,2016-08-28,2077867,125.0
False,2016-08-29,2077867,125.0
False,2016-08-30,2077867,125.0
False,2016-08-31,2077867,125.0
False,2016-09-01,2077867,125.0
False,2016-09-02,2077867,125.0
False,2016-09-03,2077867,125.0
False,2016-09-04,2077867,125.0
False,2016-09-05,2077867,125.0
False,2016-09-06,2077867,125.0
False,2016-09-07,2077867,125.0
False,2016-09-08,2077867,125.0
False,2016-09-09,2077867,125.0
False,2016-09-10,2077867,125.0
False,2016-09-11,2077867,125.0
False,2016-09-12,2077867,125.0
False,2016-09-13,2077867,125.0
False,2016-09-14,2077867,125.0
False,2016-09-15,2077867,125.0
False,2016-09-16,2077867,125.0
False,2016-09-17,2077867,125.0
False,2016-09-18,2077867,125.0
False,2016-09-19,2077867,125.0
False,2016-09-20,2077867,125.0
False,2016-09-21,2077867,125.0
False,2016-09-22,2077867,125.0
False,2016-09-23,2077867,125.0
False,2016-09-24,2077867,125.0
False,2016-09-25,2077867,125.0
False,2016-09-26,2077867,125.0
False,2016-09-27,2077867,125.0
False,2016-09-28,2077867,125.0
False,2016-09-29,2077867,125.0
False,2016-09-30,2077867,125.0
False,2016-10-01,2077867,125.0
False,2016-10-02,2077867,125.0
False,2016-10-03,2077867,125.0
False,2016-10-04,2077867,125.0
False,2016-10-05,2077867,125.0
False,2016-10-06,2077867,125.0
False,2016-10-07,2077867,125.0
False,2016-10-08,2077867,125.0
False,2016-10-09,2077867,125.0
False,2016-10-10,2077867,125.0
False,2016-10-11,2077867,125.0
False,2016-10-12,2077867,125.0
False,2016-10-13,2077867,125.0
False,2016-10-14,2077867,125.0
False,2016-10-15,2077867,125.0
False,2016-10-16,2077867,125.0
False,2016-10-17,2077867,125.0
False,2016-10-18,2077867,125.0
False,2016-10-19,2077867,125.0
False,2016-10-20,2077867,125.0
False,2016-10-21,2077867,125.0
False,2016-10-22,2077867,125.0
False,2016-10-23,2077867,125.0
False,2016-10-24,2077867,125.0
False,2016-10-25,2077867,125.0
False,2016-10-26,2077867,125.0
False,2016-10-27,2077867,125.0
False,2016-10-28,2077867,125.0
False,2016-10-29,2077867,125.0
False,2016-10-30,2077867,125.0
False,2016-10-31,2077867,125.0
False,2016-11-01,2077867,125.0
False,2016-11-02,2077867,125.0
False,2016-11-03,2077867,125.0
False,2016-11-04,2077867,125.0
False,2016-11-05,2077867,125.0
True,2016-07-31,4351493,180.0
True,2016-08-01,4351493,180.0
True,2016-08-02,4351493,180.0
True,2016-08-03,4351493,180.0
False,2016-08-04,4351493,180.0
False,2016-08-05,4351493,250.0
False,2016-08-06,4351493,250.0
True,2016-08-07,4351493,180.0
True,2016-08-08,4351493,180.0
True,2016-08-09,4351493,180.0
False,2016-08-10,4351493,180.0
False,2016-08-11,4351493,180.0
False,2016-08-12,4351493,250.0
True,2016-08-13,4351493,250.0
True,2016-08-14,4351493,180.0
True,2016-08-15,4351493,180.0
True,2016-08-16,4351493,180.0
True,2016-08-17,4351493,180.0
False,2016-08-18,4351493,180.0
False,2016-08-19,4351493,250.0
False,2016-08-20,4351493,250.0
True,2016-08-21,4351493,180.0
True,2016-08-22,4351493,180.0
True,2016-08-23,4351493,180.0
True,2016-08-24,4351493,180.0
False,2016-08-25,4351493,180.0
False,2016-08-26,4351493,250.0
False,2016-08-27,4351493,250.0
False,2016-08-28,4351493,180.0
True,2016-08-29,4351493,180.0
True,2016-08-30,4351493,180.0
True,2016-08-31,4351493,180.0
False,2016-09-01,4351493,180.0
False,2016-09-02,4351493,250.0
False,2016-09-03,4351493,250.0
False,2016-09-04,4351493,180.0
True,2016-09-05,4351493,180.0
True,2016-09-06,4351493,180.0
True,2016-09-07,4351493,180.0
False,2016-09-08,4351493,180.0
False,2016-09-09,4351493,250.0
False,2016-09-10,4351493,250.0
False,2016-09-11,4351493,180.0
False,2016-09-12,4351493,180.0
False,2016-09-13,4351493,180.0
False,2016-09-14,4351493,180.0
False,2016-09-15,4351493,180.0
False,2016-09-16,4351493,250.0
False,2016-09-17,4351493,250.0
False,2016-09-18,4351493,180.0
False,2016-09-19,4351493,180.0
False,2016-09-20,4351493,180.0
True,2016-09-21,4351493,180.0
True,2016-09-22,4351493,180.0
False,2016-09-23,4351493,250.0
False,2016-09-24,4351493,250.0
True,2016-09-25,4351493,180.0
True,2016-09-26,4351493,180.0
True,2016-09-27,4351493,180.0
True,2016-09-28,4351493,180.0
False,2016-09-29,4351493,180.0
False,2016-09-30,4351493,250.0
False,2016-10-01,4351493,250.0
True,2016-10-02,4351493,300.0
True,2016-10-03,4351493,180.0
True,2016-10-04,4351493,180.0
True,2016-10-05,4351493,180.0
False,2016-10-06,4351493,180.0
False,2016-10-07,4351493,250.0
False,2016-10-08,4351493,250.0
False,2016-10-09,4351493,300.0
True,2016-10-10,4351493,180.0
True,2016-10-11,4351493,180.0
False,2016-10-12,4351493,180.0
False,2016-10-13,4351493,180.0
False,2016-10-14,4351493,250.0
False,2016-10-15,4351493,250.0
False,2016-10-16,4351493,180.0
